_id,task_2
60c5d6bf5659ea5e55df013b,HATE
60c5d6bf5659ea5e55defe4d,NONE
60c5d6bf5659ea5e55def81f,PRFN
60c5d6bf5659ea5e55def418,OFFN
60c5d6bf5659ea5e55def4ae,HATE
60c5d6bf5659ea5e55df0460,PRFN
60c5d6bf5659ea5e55deff61,NONE
60c5d6bf5659ea5e55defc57,NONE
60c5d6bf5659ea5e55def8f0,OFFN
60c5d6bf5659ea5e55def519,HATE
60c5d6bf5659ea5e55defd44,PRFN
60c5d6bf5659ea5e55def8a7,OFFN
60c5d6bf5659ea5e55def8ea,NONE
60c5d6bf5659ea5e55def12c,NONE
60c5d6bf5659ea5e55defde7,HATE
60c5d6bf5659ea5e55defc8b,NONE
60c5d6bf5659ea5e55def6b9,PRFN
60c5d6bf5659ea5e55def234,NONE
60c5d6bf5659ea5e55defe0c,OFFN
60c5d6bf5659ea5e55defb16,OFFN
60c5d6bf5659ea5e55defac5,PRFN
60c5d6bf5659ea5e55def2a7,OFFN
60c5d6bf5659ea5e55df0008,PRFN
60c5d6bf5659ea5e55def98d,OFFN
60c5d6bf5659ea5e55def49a,PRFN
60c5d6bf5659ea5e55df0408,PRFN
60c5d6bf5659ea5e55def765,PRFN
60c5d6bf5659ea5e55defd9e,NONE
60c5d6bf5659ea5e55def512,PRFN
60c5d6bf5659ea5e55def305,PRFN
60c5d6bf5659ea5e55df0439,NONE
60c5d6bf5659ea5e55defb81,OFFN
60c5d6bf5659ea5e55def43f,PRFN
60c5d6bf5659ea5e55def2be,NONE
60c5d6bf5659ea5e55def6a3,PRFN
60c5d6bf5659ea5e55df039b,NONE
60c5d6bf5659ea5e55defb51,NONE
60c5d6bf5659ea5e55def6d5,NONE
60c5d6bf5659ea5e55defe87,NONE
60c5d6bf5659ea5e55def716,PRFN
60c5d6bf5659ea5e55def9ec,NONE
60c5d6bf5659ea5e55df00df,PRFN
60c5d6bf5659ea5e55def74c,OFFN
60c5d6bf5659ea5e55df0380,PRFN
60c5d6bf5659ea5e55defaeb,PRFN
60c5d6bf5659ea5e55df03c3,NONE
60c5d6bf5659ea5e55def60b,PRFN
